,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Electrolyzer Skids,,,,,GLS Skid,,,,,,,,,,Utility,,,,,,,,,,,,,,
24.5,3:03 PM,7803,563,4393.089,85.18039125,89.27093313,73.7564375,31.31,87.80202475,30.9,29.4,1.5,0.55,1.05,16,86.139,4.7,,861.39,,,,,,,,,,,,
25,3:04 PM,7947,510,4052.97,83.756475,88.67368125,74.66875,31.58,80.99325084,26,25.74,0.26,0.51,1.01,15.3,79.47,2.4,,778.806,,,,,,,,,,,,
24.25,3:05 PM,7879,578,4554.062,82.39953313,89.89558656,74.23240625,30.38,88.86276715,42.68,44.44,1.76,0.53,1.03,15.2,89.29533333,1.9,,875.0942667,,,,,,,,,,,,
25.25,3:06 PM,7879,606,4774.674,85.77820688,87.24024313,74.24753125,30.25,94.77127859,45.08,45.54,0.46,0.53,1.03,15.5,93.62105882,2.7,,945.5726941,,,,,,,,,,,,
25.75,3:07 PM,7803,571,4455.513,84.37637844,90.18620063,73.78721875,31.88,93.65354331,22.66,22.66,0,0.55,1.05,15.8,87.363,2.6,,838.6848,,,,,,,,,,,,
25.25,3:08 PM,7997,527,4214.419,85.82736969,90.87547594,74.98134375,30.16,86.99650044,48.48,49.44,0.96,0.5,1,15.1,82.63566667,1.8,,842.8838,,,,,,,,,,,,
25.5,3:09 PM,7996,626,5005.496,83.270845,89.96775,74.97525,30.04,91.99250094,49.98,48.51,1.47,0.5,1,15.2,98.14698039,2.7,,952.0257098,,,,,,,,,,,,
24.5,3:10 PM,7888,552,4354.176,85.83606,90.86466,74.293,30.84,91.83052118,38.11,36.26,1.85,0.53,1.03,15.5,85.376,1.3,,862.2976,,,,,,,,,,,,
25.5,3:11 PM,7972,634,5054.248,83.095915,88.8765075,74.82675,30.1,90.96012998,50.47,47.53,2.94,0.51,1.01,15.3,99.10290196,4.4,,991.0290196,,,,,,,,,,,,
24.5,3:12 PM,7921,537,4253.577,85.24658813,88.45965563,74.5013125,31.58,94.85001875,26,26.26,0.26,0.52,1.02,15.9,83.40347059,4.2,,825.6943588,,,,,,,,,,,,
24.5,3:13 PM,7980,524,4181.52,84.84875,90.7346125,74.87375,30.14,99.94750656,48.96,48,0.96,0.51,1.01,15.3,81.99058824,1.8,,778.9105882,,,,,,,,,,,,
25.5,3:14 PM,7902,549,4338.198,84.271125,90.10197375,74.393625,31.86,86.91338583,21.34,22.44,1.1,0.52,1.02,16,85.06270588,2.8,,867.6396,,,,,,,,,,,,
24.25,3:15 PM,7860,564,4433.04,83.936875,88.849375,74.111875,30.44,85.89426322,41.71,43,1.29,0.54,1.04,15.3,86.92235294,3.6,,912.6847059,,,,,,,,,,,,
25.25,3:16 PM,7959,603,4799.277,86.38765688,87.87479313,74.74503125,31.87,86.96325459,22.44,21.56,0.88,0.51,1.01,15.5,94.10347059,2,,912.8036647,,,,,,,,,,,,
25.75,3:17 PM,7840,510,3998.4,82.97685,87.82785,74.015,31.06,82.93963255,34.68,35.02,0.34,0.54,1.04,15.1,78.4,3.9,,799.68,,,,,,,,,,,,
25.25,3:18 PM,7991,577,4610.807,85.78210906,89.92715625,74.94403125,30.85,89.98750156,37.74,37.37,0.37,0.5,1,15,90.40798039,4.7,,913.120602,,,,,,,,,,,,
24.5,3:19 PM,7961,580,4617.38,83.01096125,89.6806875,74.7538125,31.2,83.9800025,31.04,32.32,1.28,0.51,1.01,16,90.53686275,4.5,,950.6370588,,,,,,,,,,,,
25.75,3:20 PM,7973,508,4050.284,83.95203094,89.78315625,74.83378125,30.87,89.96500437,38.11,37.37,0.74,0.51,1.01,15.3,79.41733333,4.5,,817.9985333,,,,,,,,,,,,
24.75,3:21 PM,7827,589,4610.103,85.37103563,89.47485844,73.91334375,31.51,82.93475816,27.54,26.46,1.08,0.54,1.04,15.8,90.39417647,3.1,,903.9417647,,,,,,,,,,,,
25.25,3:22 PM,7872,636,5006.592,85.72488,89.85364,74.204,31.55,85.90326209,26.19,27,0.81,0.53,1.03,15.7,98.16847059,4.4,,971.8678588,,,,,,,,,,,,
24.75,3:23 PM,7877,556,4379.612,84.07365625,88.99678125,74.22740625,30.68,98.70553681,39.2,39.2,0,0.53,1.03,15.5,85.8747451,3.5,,824.3975529,,,,,,,,,,,,
25.5,3:24 PM,7865,562,4420.13,83.15597813,89.80067813,74.1646875,30.27,81.96600425,45.54,46.92,1.38,0.53,1.03,15.8,86.66921569,3.2,,910.0267647,,,,,,,,,,,,
25.75,3:25 PM,7846,527,4134.842,84.69803188,90.53845125,74.0519375,31.65,97.65129359,24.75,25.5,0.75,0.54,1.04,15.2,81.07533333,2.6,,851.291,,,,,,,,,,,,
24.5,3:26 PM,7970,598,4766.06,86.4685875,89.754375,74.810625,31.27,94.94188226,30.69,31.31,0.62,0.51,1.01,15.8,93.45215686,2.1,,915.8311373,,,,,,,,,,,,
24.25,3:27 PM,7961,626,4983.586,86.39792063,89.67946875,74.75259375,30.45,95.92001,43.43,42.14,1.29,0.51,1.01,15.8,97.71737255,2.5,,996.7172,,,,,,,,,,,,
25,3:28 PM,7915,523,4139.545,86.04975,87.5231875,74.46875,30.42,89.89251344,44.88,42.68,2.2,0.52,1.02,15,81.16754902,3.2,,811.6754902,,,,,,,,,,,,
25.25,3:29 PM,7901,571,4511.471,85.94580563,88.30673156,74.38434375,30.65,89.87501562,39.6,39.2,0.4,0.52,1.02,15.9,88.46021569,3.1,,893.4481784,,,,,,,,,,,,
25.25,3:30 PM,7954,550,4374.7,84.6564375,89.6276875,74.7139375,31.81,88.94713161,23,23.46,0.46,0.51,1.01,16,85.77843137,3.5,,892.0956863,,,,,,,,,,,,
25,3:31 PM,7838,542,4248.196,83.785,89.5705875,73.9875,30.48,90.77590301,42.14,42.57,0.43,0.54,1.04,15,83.29796078,5,,866.2987922,,,,,,,,,,,,
25,3:32 PM,7824,568,4444.032,82.8432,87.6843,73.9,31.45,88.80089989,27.72,27.44,0.28,0.54,1.04,15.8,87.13788235,2.3,,871.3788235,,,,,,,,,,,,
25,3:33 PM,7836,621,4866.156,84.6077,87.780825,73.975,31.79,90.77315336,23.46,23.69,0.23,0.54,1.04,15,95.41482353,2.8,,1001.855647,,,,,,,,,,,,
24.25,3:34 PM,7871,501,3943.371,85.70081438,87.16098563,74.18165625,30.52,89.83752031,42.84,42,0.84,0.53,1.03,15.9,77.321,2.1,,757.7458,,,,,,,,,,,,
24.25,3:35 PM,7939,579,4596.681,82.84604563,91.28862938,74.61303125,31.39,82.97675291,28.13,29.58,1.45,0.52,1.02,15.5,90.131,4.1,,865.2576,,,,,,,,,,,,
25.75,3:36 PM,7896,583,4603.368,85.914345,87.381455,74.35975,30.75,93.81627297,40.17,39.39,0.78,0.53,1.03,15.3,90.26211765,2.5,,929.6998118,,,,,,,,,,,,
24.25,3:37 PM,8001,513,4104.513,85,89.1,75,31.22,84,31.68,32.96,1.28,0.5,1,15.7,80.48064706,2.6,,764.5661471,,,,,,,,,,,,
24.25,3:38 PM,7939,606,4811.034,84.53678125,90.39364281,74.61303125,30.07,96.86826647,48.02,50.47,2.45,0.52,1.02,15.8,94.334,2.3,,952.7734,,,,,,,,,,,,
25,3:39 PM,7968,606,4828.608,84.76,87.9452,74.8,30.54,90.95463067,41.16,42.84,1.68,0.51,1.01,15.1,94.67858824,4.5,,946.7858824,,,,,,,,,,,,
24.5,3:40 PM,7908,501,3961.908,85.1472925,90.1392175,74.41925,31.45,81.97675291,27.72,28,0.28,0.52,1.02,15.7,77.68447059,1.6,,745.7709176,,,,,,,,,,,,
25.25,3:41 PM,8001,637,5096.637,85.85,90.9,75,31.45,94,28.84,28.84,0,0.5,1,15.1,99.93405882,2.1,,989.3471824,,,,,,,,,,,,
25.5,3:42 PM,7814,551,4305.514,82.78045875,86.7303675,73.849125,31.82,80.97662792,23.69,22.54,1.15,0.55,1.05,15.7,84.42184314,3.4,,844.2184314,,,,,,,,,,,,
24.25,3:43 PM,7990,571,4562.29,84.9240625,91.52497485,74.9365625,31.81,89.98625172,23.69,23,0.69,0.5,1,15.7,89.45666667,1.7,,894.5666667,,,,,,,,,,,,
24.75,3:44 PM,7991,589,4706.699,83.23357438,88.12806188,74.94346875,31.34,93.98250219,29.4,29.4,0,0.5,1,15.6,92.28821569,2.7,,913.6533353,,,,,,,,,,,,
25,3:45 PM,7982,549,4382.118,83.1677,90.7522875,74.8875,31.88,99.95250594,21.78,21.56,0.22,0.5,1,15.8,85.92388235,1.5,,824.8692706,,,,,,,,,,,,
25,3:46 PM,7964,557,4435.948,84.73,87.91335,74.775,31.63,84.97687789,26.52,26.78,0.26,0.51,1.01,15.5,86.97937255,3.9,,887.1896,,,,,,,,,,,,
25,3:47 PM,7983,526,4199.058,86.56995,90.76049375,74.89375,31.16,86.98425197,32.67,33,0.33,0.5,1,15.1,82.33447059,3.9,,806.8778118,,,,,,,,,,,,
24.75,3:48 PM,7845,630,4942.35,85.50930938,88.73578125,74.02640625,30.76,97.64904387,39,39.39,0.39,0.54,1.04,15.2,96.90882353,3.3,,959.3973529,,,,,,,,,,,,
25,3:49 PM,7878,592,4663.776,83.24415,89.8988375,74.2375,30.1,97.72328459,48.51,49,0.49,0.53,1.03,15.1,91.44658824,3.7,,896.1765647,,,,,,,,,,,,
24.25,3:50 PM,7855,539,4233.845,82.22092813,89.69636406,74.08015625,30.56,98.65329334,41.58,42.42,0.84,0.54,1.04,15.5,83.01656863,5,,796.9590588,,,,,,,,,,,,
24.75,3:51 PM,7889,541,4267.949,85.00567156,89.98560281,74.30278125,30.14,88.87401575,49.44,47.04,2.4,0.53,1.03,15.6,83.68527451,2.1,,870.3268549,,,,,,,,,,,,
25.75,3:52 PM,7836,610,4779.96,82.94752125,86.9092175,73.990375,31.17,89.79377578,32.96,31.36,1.6,0.54,1.04,15.2,93.72470588,1.7,,899.7571765,,,,,,,,,,,,
24.5,3:53 PM,7998,564,4510.872,83.2851775,88.11103315,74.987375,30.58,92.99512561,40.59,41.82,1.23,0.5,1,15.8,88.44847059,1.2,,911.0192471,,,,,,,,,,,,
25,3:54 PM,7976,551,4394.776,83.9718,88.90695,74.85,31.9,95.95000625,21.56,22.66,1.1,0.51,1.01,15.9,86.17207843,3.4,,835.8691608,,,,,,,,,,,,
25,3:55 PM,7921,603,4776.363,83.563425,88.46454375,74.50625,31.41,87.92001,28.13,29.87,1.74,0.52,1.02,15.3,93.65417647,1.2,,936.5417647,,,,,,,,,,,,
25.5,3:56 PM,7976,591,4713.816,84.8215,88.01037,74.8515,31.23,87.97500312,32.32,32.64,0.32,0.51,1.01,15.1,92.42776471,3.7,,924.2776471,,,,,,,,,,,,
24.25,3:57 PM,7864,633,4977.912,84.8069225,90.659895,74.13725,30.31,99.65754281,44.1,45.45,1.35,0.53,1.03,15.9,97.60611765,2.7,,956.5399529,,,,,,,,,,,,
25.25,3:58 PM,7850,587,4607.95,83.8796875,87.01021875,74.0671875,30.98,89.81127359,34.3,34.65,0.35,0.54,1.04,15.5,90.35196078,1.2,,903.5196078,,,,,,,,,,,,
25,3:59 PM,7806,598,4667.988,81.8741,87.5395125,73.7875,30.22,95.61004874,47.94,46.06,1.88,0.55,1.05,15.3,91.52917647,1.8,,896.9859294,,,,,,,,,,,,
24.25,4:00 PM,7906,608,4806.848,85.97191125,90.11971188,74.4036875,30.85,96.79815023,38.11,37,1.11,0.52,1.02,15.6,94.25192157,5,,989.6451765,,,,,,,,,,,,
25.25,4:01 PM,7964,534,4252.776,84.731125,90.60571125,74.776125,30.57,96.92138483,41.41,40.18,1.23,0.51,1.01,15.3,83.38776471,2.4,,800.5225412,,,,,,,,,,,,
25.25,4:02 PM,7970,549,4375.53,85.62369688,90.65475938,74.8134375,31.76,99.92250969,23.28,23.52,0.24,0.51,1.01,15.8,85.79470588,1.3,,815.0497059,,,,,,,,,,,,
25.5,4:03 PM,7901,564,4456.164,85.10632438,90.09383063,74.3874375,31.79,91.85001875,23.46,22.31,1.15,0.52,1.02,15.9,87.37576471,5,,908.7079529,,,,,,,,,,,,
25,4:04 PM,7842,562,4407.204,82.1387,88.71625,74.0125,31.96,98.6224222,21.21,20.37,0.84,0.54,1.04,15.5,86.41576471,4.5,,890.0823765,,,,,,,,,,,,
25.25,4:05 PM,7897,511,4035.367,84.23071875,88.27468031,74.35946875,31.75,80.98700162,24.48,24.48,0,0.53,1.03,15.9,79.12484314,3.8,,791.2484314,,,,,,,,,,,,
25.25,4:06 PM,7909,591,4674.219,84.32034375,91.04873813,74.43409375,30.43,93.83902012,45.32,43.56,1.76,0.52,1.02,15.1,91.65135294,1.4,,870.6878529,,,,,,,,,,,,
25.5,4:07 PM,7804,565,4409.26,83.54225,86.651355,73.78725,30.96,85.85226847,34.92,35.64,0.72,0.55,1.05,15.5,86.45607843,2.9,,838.6239608,,,,,,,,,,,,
25.25,4:08 PM,7995,523,4181.385,86.66190938,87.8583279,74.96890625,31.25,82.99775028,31.62,30.69,0.93,0.5,1,15,81.98794118,4,,795.2830294,,,,,,,,,,,,
25.25,4:09 PM,7894,527,4160.138,84.2083125,88.25064188,74.3408125,31.2,82.95988001,32,32,0,0.53,1.03,15.2,81.57133333,3.3,,807.5562,,,,,,,,,,,,
24.25,4:10 PM,7881,591,4657.671,84.93730719,88.13174906,74.24509375,31.42,90.83502062,28.42,29.87,1.45,0.53,1.03,15,91.32688235,4.3,,958.9322647,,,,,,,,,,,,
25.25,4:11 PM,7925,600,4755,85.28424219,87.60510938,74.53359375,30.77,84.95250594,38.38,39.14,0.76,0.52,1.02,15.2,93.23529412,4.4,,923.0294118,,,,,,,,,,,,
25.75,4:12 PM,7817,561,4385.337,81.97176313,88.53028125,73.87340625,31.57,95.63204599,26.52,25.48,1.04,0.55,1.05,15.6,85.987,1.2,,902.8635,,,,,,,,,,,,
24.75,4:13 PM,7812,557,4351.284,81.9124425,88.466625,73.819125,31.21,93.66929134,31.68,32,0.32,0.55,1.05,15.3,85.31929412,3.1,,870.2568,,,,,,,,,,,,
25,4:14 PM,7856,622,4886.432,84.7592,87.9417,74.1,30.42,95.71003625,43.12,45.32,2.2,0.54,1.04,16,95.81239216,4.5,,1006.030118,,,,,,,,,,,,
24.25,4:15 PM,7878,607,4781.946,83.23282688,90.77725875,74.2260625,31.36,99.69253843,29.7,30.3,0.6,0.53,1.03,16,93.76364706,4.4,,947.0128353,,,,,,,,,,,,
25,4:16 PM,7970,548,4367.56,83.92725,91.551375,74.8125,30.53,89.96125484,43.26,42.84,0.42,0.51,1.01,15.3,85.63843137,3.5,,839.2566275,,,,,,,,,,,,
24.5,4:17 PM,7874,634,4992.116,84.047125,88.07869125,74.204625,31.58,82.95238095,26.78,25.74,1.04,0.53,1.03,15.4,97.88462745,1.2,,978.8462745,,,,,,,,,,,,
24.75,4:18 PM,7838,564,4420.632,85.45553625,90.45226125,73.9824375,31.42,92.73515811,28.13,29.29,1.16,0.54,1.04,15.1,86.67905882,3.5,,866.7905882,,,,,,,,,,,,
24.75,4:19 PM,7916,547,4330.052,86.0547225,87.5285775,74.472375,30.57,82.96812898,39.77,42.23,2.46,0.52,1.02,15.7,84.90298039,1.9,,866.0104,,,,,,,,,,,,
25.75,4:20 PM,7853,604,4743.212,84.75039406,90.59579438,74.09503125,30.36,88.83352081,45,45.9,0.9,0.54,1.04,16,93.00415686,1.2,,957.9428157,,,,,,,,,,,,
24.75,4:21 PM,7936,568,4507.648,83.67282,90.37278,74.598,30.08,99.83752031,50.47,47.53,2.94,0.52,1.02,15.9,88.3852549,3.6,,892.6910745,,,,,,,,,,,,
24.75,4:22 PM,7841,590,4626.19,83.80253125,90.47721938,74.00128125,31.45,83.92001,28.84,27.44,1.4,0.54,1.04,15.6,90.70960784,2.5,,861.7412745,,,,,,,,,,,,
25.25,4:23 PM,7998,500,3999,84.13521188,89.08397438,74.9875625,31.6,83.99850019,26.78,26,0.78,0.5,1,15.5,78.41176471,1.6,,768.4352941,,,,,,,,,,,,
25.25,4:24 PM,7888,614,4843.232,84.1635,88.202565,74.3035,31.14,85.91526059,32.34,32.67,0.33,0.53,1.03,16,94.96533333,2.4,,987.6394667,,,,,,,,,,,,
24.25,4:25 PM,7818,528,4127.904,85.29029625,88.5041875,73.8454375,31.08,95.63404574,32.98,33.32,0.34,0.55,1.05,15.9,80.93929412,2.5,,785.1111529,,,,,,,,,,,,
24.75,4:26 PM,7886,592,4668.512,85.82426625,89.0701875,74.2839375,31.02,80.9856268,36.05,35,1.05,0.53,1.03,15.4,91.53945098,2.6,,906.2405647,,,,,,,,,,,,
24.5,4:27 PM,7975,571,4553.725,85.65904688,91.59121875,74.8421875,31.41,83.98700162,29,28.42,0.58,0.51,1.01,15.3,89.28872549,1.1,,901.8161275,,,,,,,,,,,,
24.5,4:28 PM,7829,560,4384.24,83.7068125,90.37193625,73.9205625,31.54,83.91401075,27.81,26.46,1.35,0.54,1.04,15.9,85.9654902,2,,859.654902,,,,,,,,,,,,
25.5,4:29 PM,7826,525,4108.65,82.0317575,89.48309625,73.923375,30.42,82.9343832,43.12,45.32,2.2,0.54,1.04,15.4,80.56176471,4.9,,789.5052941,,,,,,,,,,,,
25.5,4:30 PM,7912,633,5008.296,85.188955,88.397595,74.4555,31.65,93.84426947,25.5,25.5,0,0.52,1.02,15.7,98.20188235,4.8,,932.9178824,,,,,,,,,,,,
24.5,4:31 PM,7920,627,4965.84,86.0829,91.1319,74.495,31.88,81.97975253,21.34,22.22,0.88,0.52,1.02,15.2,97.36941176,1.7,,954.2202353,,,,,,,,,,,,
25,4:32 PM,8000,587,4696,84.15,91.8,75,30.86,89.99875016,37,37.74,0.74,0.5,1,15.7,92.07843137,5,,920.7843137,,,,,,,,,,,,
25.25,4:33 PM,7990,616,4921.84,85.77456563,89.01987188,74.9378125,31.01,81.99725034,36.05,35,1.05,0.5,1,15.3,96.50666667,4.9,,965.0666667,,,,,,,,,,,,
25.25,4:34 PM,7924,589,4667.236,82.7437275,88.49102625,74.527375,30.55,80.9903762,40.74,40.74,0,0.52,1.02,15.5,91.51443137,3.1,,924.2957569,,,,,,,,,,,,
24.5,4:35 PM,7931,604,4790.324,84.4781875,91.22376375,74.5644375,31.36,96.85126859,29.4,29.4,0,0.52,1.02,15,93.92792157,2.2,,892.3152549,,,,,,,,,,,,
24.75,4:36 PM,7822,503,3934.466,81.98624875,86.77722375,73.8819375,31.69,95.64204474,25.25,25.25,0,0.54,1.04,15.8,77.14639216,3,,732.8907255,,,,,,,,,,,,
24.5,4:37 PM,7818,500,3909,84.45986125,89.39497375,73.851125,31.43,93.67979003,29.58,28.13,1.45,0.55,1.05,15.4,76.64705882,2.2,,804.7941176,,,,,,,,,,,,
25,4:38 PM,7979,538,4292.702,83.14565,91.6259625,74.86875,30.25,96.95325584,45.54,46.92,1.38,0.51,1.01,15,84.17062745,3.1,,824.872149,,,,,,,,,,,,
25.5,4:39 PM,7801,512,3994.112,83.5199375,89.27951813,73.7686875,30.67,81.95000625,38.8,39.2,0.4,0.55,1.05,15.6,78.31592157,4.4,,744.0012549,,,,,,,,,,,,
25.5,4:40 PM,7839,529,4146.831,82.96453688,86.92789875,74.0038125,30.65,80.97975253,40.4,41.2,0.8,0.54,1.04,15.1,81.31041176,2.3,,829.3662,,,,,,,,,,,,
25.75,4:41 PM,7946,632,5021.872,86.29206375,89.5663125,74.6675625,31.99,86.95188101,19.6,20.4,0.8,0.51,1.01,15.2,98.46807843,1.3,,964.9871686,,,,,,,,,,,,
24.75,4:42 PM,7962,566,4506.492,83.01953625,88.79316188,74.7613125,31.34,87.96100487,29.1,29.1,0,0.51,1.01,15.6,88.36258824,4.6,,892.4621412,,,,,,,,,,,,
25,4:43 PM,7953,595,4732.035,82.95455,89.618125,74.70625,31.95,88.94600675,21.42,21.21,0.21,0.51,1.01,15.7,92.785,2.2,,974.2425,,,,,,,,,,,,
24.5,4:44 PM,7880,518,4081.84,84.933425,89.0175,74.2425,30.27,82.95463067,44.62,46.92,2.3,0.53,1.03,15.7,80.03607843,4.4,,768.3463529,,,,,,,,,,,,
25.25,4:45 PM,7894,582,4594.308,84.2083125,89.1420625,74.3408125,30.36,94.79940007,44.55,45,0.45,0.53,1.03,15.8,90.08447059,2,,918.8616,,,,,,,,,,,,
25.25,4:46 PM,7820,570,4457.4,81.9825125,89.42855625,73.880625,30.13,84.88688914,48.48,48,0.48,0.55,1.05,15.3,87.4,3.5,,839.04,,,,,,,,,,,,
24.5,4:47 PM,7977,629,5017.533,83.12954125,90.70980438,74.8548125,31.81,83.9880015,22.31,22.77,0.46,0.51,1.01,15.1,98.383,1.7,,973.9917,,,,,,,,,,,,
25,4:48 PM,7925,608,4818.4,86.12625,88.49671875,74.53125,30.17,84.95250594,45.59,47.94,2.35,0.52,1.02,15,94.47843137,1.6,,982.5756863,,,,,,,,,,,,
25.5,4:49 PM,7849,515,4042.235,83.03816813,88.7825625,74.0656875,31.45,80.98100237,28.28,27.16,1.12,0.54,1.04,16,79.2595098,4.6,,752.9653431,,,,,,,,,,,,
24.5,4:50 PM,7906,574,4538.044,85.13201625,91.0149825,74.406625,31.38,98.7744032,28.13,28.13,0,0.52,1.02,15.7,88.9812549,2.4,,898.7106745,,,,,,,,,,,,
25,4:51 PM,7868,508,3996.944,82.3298,88.038225,74.175,31.07,86.88363955,35.02,34,1.02,0.53,1.03,15.6,78.37145098,4.7,,799.3888,,,,,,,,,,,,
24.25,4:52 PM,7906,547,4324.582,83.44332563,89.2274375,74.4036875,31.56,98.7744032,26.73,27.54,0.81,0.52,1.02,15.8,84.79572549,4.8,,805.5593922,,,,,,,,,,,,
25.5,4:53 PM,7880,531,4184.28,82.42535,88.142175,74.2575,31.68,82.95463067,25.25,24.25,1,0.53,1.03,15.7,82.04470588,2.1,,820.4470588,,,,,,,,,,,,
25.75,4:54 PM,7953,541,4302.573,83.80538719,91.41498188,74.71065625,31.44,82.98200225,28,28.84,0.84,0.51,1.01,15.3,84.36417647,1.9,,885.8238529,,,,,,,,,,,,
24.75,4:55 PM,7957,599,4766.243,84.67615625,89.64928125,74.72990625,31.49,92.92850894,27.44,27.44,0,0.51,1.01,15.4,93.4557451,4.7,,887.8295784,,,,,,,,,,,,
25,4:56 PM,7966,637,5074.342,84.745,87.929275,74.7875,31.16,82.98687664,32.34,33.33,0.99,0.51,1.01,15.5,99.49690196,4.3,,985.0193294,,,,,,,,,,,,
25.25,4:57 PM,7966,622,4954.852,83.05114125,87.93031625,74.7885625,30.27,97.92125984,46.92,46,0.92,0.51,1.01,15.5,97.15396078,2.6,,961.8242118,,,,,,,,,,,,
25.25,4:58 PM,7845,510,4000.95,85.51919063,88.74546875,74.03609375,31.53,91.76602925,27,26.19,0.81,0.54,1.04,15.2,78.45,1.2,,768.81,,,,,,,,,,,,
25.25,4:59 PM,7819,612,4785.228,83.64815625,90.30573188,73.87440625,31.77,90.74978128,22.54,22.31,0.23,0.55,1.05,15.1,93.828,4.5,,957.0456,,,,,,,,,,,,
24.75,5:00 PM,7946,560,4449.76,84.5933125,88.66396688,74.6608125,30.85,84.9656293,36.26,37.74,1.48,0.51,1.01,15,87.25019608,4.5,,863.7769412,,,,,,,,,,,,
24.5,5:01 PM,7998,511,4086.978,84.984875,89.983625,74.987375,30.01,91.99550056,48.5,48.5,0,0.5,1,15.2,80.13682353,1.9,,761.2998235,,,,,,,,,,,,
24.75,5:02 PM,7823,504,3942.792,85.34030813,88.55634375,73.88821875,31.27,92.71078615,31.31,31.31,0,0.54,1.04,15.1,77.30964706,1.1,,804.0203294,,,,,,,,,,,,
25.5,5:03 PM,7810,625,4881.25,81.9151375,88.468125,73.824375,31.36,92.68966379,30,30.6,0.6,0.55,1.05,15.8,95.71078431,1.2,,976.25,,,,,,,,,,,,
24.75,5:04 PM,7917,568,4496.856,86.06240438,91.10949188,74.47865625,30.88,83.95800525,38.11,37,1.11,0.52,1.02,15.8,88.17364706,2.7,,864.1017412,,,,,,,,,,,,
25.75,5:05 PM,7968,534,4254.912,85.61063,89.743,74.803,30.3,82.98762655,45.08,46.92,1.84,0.51,1.01,15.4,83.42964706,5,,800.9246118,,,,,,,,,,,,
24.25,5:06 PM,7885,590,4652.15,85.80925313,89.94539219,74.27046875,31.58,88.86951631,26,25.48,0.52,0.53,1.03,15.9,91.21862745,4,,912.1862745,,,,,,,,,,,,
24.5,5:07 PM,7880,602,4743.76,82.41065,87.23715,74.2425,30.07,94.77315336,48.02,47.53,0.49,0.53,1.03,15.7,93.01490196,1,,920.8475294,,,,,,,,,,,,
25.25,5:08 PM,7933,544,4315.552,85.34458969,87.66856438,74.58334375,30.16,91.89801275,47.52,48.48,0.96,0.52,1.02,15.1,84.61866667,3.3,,837.7248,,,,,,,,,,,,
25.75,5:09 PM,7844,628,4926.032,83.844625,86.9721825,74.039625,31.22,98.6271716,31.68,32.32,0.64,0.54,1.04,15.9,96.58886275,3.3,,975.5475137,,,,,,,,,,,,
25.25,5:10 PM,7944,507,4027.608,82.890115,90.4422175,74.65175,30.41,85.95725534,43.12,43.12,0,0.51,1.01,15.8,78.97270588,2.4,,781.8297882,,,,,,,,,,,,
24.5,5:11 PM,7812,512,3999.744,82.7424675,86.691535,73.81325,30.97,87.81102362,35.7,33.95,1.75,0.55,1.05,15.1,78.42635294,5,,776.4208941,,,,,,,,,,,,
25,5:12 PM,7977,555,4427.235,85.675775,89.691535,74.85625,30.82,86.97900262,39.14,37.62,1.52,0.51,1.01,15.6,86.80852941,4.4,,859.4044412,,,,,,,,,,,,
25.5,5:13 PM,7915,507,4012.905,85.21149063,87.52839375,74.4740625,31.64,89.89251344,25.75,24.5,1.25,0.52,1.02,15.6,78.68441176,4.7,,747.5019118,,,,,,,,,,,,
25,5:14 PM,7878,511,4025.658,84.085,90.788925,74.2375,31.8,93.7847769,23,22.54,0.46,0.53,1.03,15.7,78.93447059,3,,805.1316,,,,,,,,,,,,
25.75,5:15 PM,7832,504,3947.328,83.75575,89.5372575,73.96575,31.12,95.66204224,32.67,33.66,0.99,0.54,1.04,15.1,77.39858824,4.2,,773.9858824,,,,,,,,,,,,
25.75,5:16 PM,7937,590,4682.83,84.53340625,91.28391188,74.61215625,30.82,92.896013,38.76,38.38,0.38,0.52,1.02,15.2,91.82019608,4.3,,899.8379216,,,,,,,,,,,,
24.25,5:17 PM,7878,562,4427.436,82.39209125,87.21736625,74.2260625,30.07,89.84626922,50.47,48.02,2.45,0.53,1.03,15.9,86.81247059,4.4,,850.7622118,,,,,,,,,,,,
24.5,5:18 PM,7943,613,4869.059,85.41462688,88.63797938,74.6401875,31.05,80.99275091,34.68,32.98,1.7,0.51,1.01,15.1,95.4717451,2.2,,964.2646255,,,,,,,,,,,,
24.25,5:19 PM,7835,520,4074.2,84.58450156,90.41678438,73.95328125,31.36,91.75103112,30.6,30.6,0,0.54,1.04,15.1,79.88627451,4.2,,766.9082353,,,,,,,,,,,,
24.5,5:20 PM,7816,522,4079.952,81.93633,89.378435,73.8385,30.05,90.74565679,49,47.53,1.47,0.55,1.05,15.7,79.99905882,4.8,,775.9908706,,,,,,,,,,,,
24.75,5:21 PM,7955,562,4470.71,83.81448281,88.73663906,74.71734375,30.17,91.93100862,47.47,48.41,0.94,0.51,1.01,15.4,87.66098039,4.5,,902.908098,,,,,,,,,,,,
24.75,5:22 PM,7847,507,3978.429,84.68619594,89.63961469,74.03896875,31.75,94.71128609,23.52,24.48,0.96,0.54,1.04,15.4,78.00841176,3.4,,741.0799118,,,,,,,,,,,,
24.25,5:23 PM,7930,615,4876.95,85.31312188,87.63619375,74.5559375,30.89,81.98225222,37.74,38.11,0.37,0.52,1.02,15.8,95.62647059,2.8,,956.2647059,,,,,,,,,,,,
